epoch,loss,acc
1,3.3063650131225586,0.1555137038230896
2,2.5425004959106445,0.299618661403656
3,1.9245617389678955,0.4468548595905304
4,1.6621899604797363,0.5134548544883728
5,1.5169413089752197,0.5413643717765808
6,1.4216183423995972,0.5566483736038208
7,1.3584024906158447,0.5684136152267456
8,1.3093867301940918,0.5811942219734192
9,1.2658194303512573,0.5921301245689392
10,1.2268099784851074,0.6031668782234192
11,1.1902021169662476,0.6136067509651184
12,1.1576259136199951,0.6246899962425232
13,1.1250159740447998,0.6346726417541504
14,1.09635329246521,0.643368661403656
15,1.0648221969604492,0.6538240909576416
16,1.0405112504959106,0.6614583134651184
17,1.0150952339172363,0.6678757667541504
18,0.9916470646858215,0.6762152910232544
19,0.9682716131210327,0.6839502453804016
20,0.9491310715675354,0.689639151096344
21,0.9267282485961914,0.6953279972076416
22,0.9027473330497742,0.7036830186843872
23,0.8854796290397644,0.7099376916885376
24,0.8670693635940552,0.7162233591079712
25,0.8474898934364319,0.7215479016304016
26,0.8268266320228577,0.728887677192688
27,0.8068141341209412,0.7352430820465088
28,0.7885732650756836,0.7399011254310608
29,0.7704940438270569,0.7467603087425232
30,0.7526435852050781,0.75161212682724
31,0.7375134229660034,0.75732421875
32,0.7235490679740906,0.7602694034576416
33,0.7043991088867188,0.7672526240348816
34,0.690912127494812,0.7718796730041504
35,0.676365077495575,0.7758169174194336
36,0.6631811857223511,0.779599130153656
37,0.6479832530021667,0.7846989631652832
38,0.6357617974281311,0.787899911403656
39,0.6222960352897644,0.7935422658920288
40,0.6065084338188171,0.7994016408920288
41,0.594222903251648,0.8029049038887024
42,0.5834402441978455,0.8068111538887024
43,0.5730891823768616,0.8089037537574768
44,0.5635328888893127,0.8130425214767456
45,0.5483588576316833,0.8183361291885376
46,0.5415137410163879,0.8191344141960144
47,0.5316794514656067,0.8228236436843872
48,0.5177990794181824,0.826923668384552
49,0.5080041289329529,0.830155611038208
50,0.49615368247032166,0.8352864384651184
51,0.48616641759872437,0.8371620774269104
52,0.47439903020858765,0.841796875
53,0.4674436151981354,0.8444010615348816
54,0.4570331871509552,0.8480592966079712
55,0.4493491053581238,0.8497489094734192
56,0.43888726830482483,0.853631854057312
57,0.433459609746933,0.8547789454460144
58,0.42312949895858765,0.8584836721420288
59,0.413185715675354,0.8612273931503296
60,0.40535613894462585,0.8645833134651184
61,0.3979983627796173,0.8659629225730896
62,0.39261671900749207,0.8682105541229248
63,0.3841770589351654,0.871171236038208
64,0.37764865159988403,0.8723958134651184
65,0.3697105944156647,0.8761470913887024
66,0.3655174672603607,0.8778367042541504
67,0.3590470254421234,0.8797898292541504
68,0.35510677099227905,0.8812934160232544
69,0.34889402985572815,0.8831302523612976
70,0.34222421050071716,0.8851454257965088
71,0.3371904790401459,0.8870442509651184
72,0.3334171175956726,0.8881603479385376
73,0.32935217022895813,0.8895632028579712
74,0.32325735688209534,0.8916325569152832
75,0.3151159882545471,0.894004225730896
76,0.313614159822464,0.8945157527923584
77,0.31220972537994385,0.8955155611038208
78,0.30482354760169983,0.8976392149925232
79,0.30082041025161743,0.898553729057312
80,0.29588285088539124,0.9004138708114624
81,0.2940523028373718,0.9001038670539856
82,0.2871016561985016,0.9033668041229248
83,0.2862657606601715,0.9033435583114624
84,0.2818749248981476,0.9049866795539856
85,0.2779434323310852,0.9058082103729248
86,0.27171823382377625,0.9079086184501648
87,0.2718278467655182,0.907598614692688
88,0.26614511013031006,0.9098384976387024
89,0.2672446668148041,0.9099547266960144
90,0.26082104444503784,0.9115203619003296
91,0.2588668465614319,0.9129231572151184
92,0.2555232644081116,0.91372150182724
93,0.2548498809337616,0.913798987865448
94,0.24969524145126343,0.91586834192276
95,0.24952010810375214,0.9162558913230896
96,0.24655289947986603,0.9166123867034912
97,0.2418888807296753,0.91845703125
98,0.24094857275485992,0.918193519115448
99,0.24177920818328857,0.9182090163230896
100,0.2401069700717926,0.9188755750656128
